{'image': [[88, 90, 91, 93, 92, 90, 90, 94], [90, 92, 92, 90, 92, 91, 91, 92], [89, 89, 92, 91, 90, 91, 92, 93], [88, 89, 89, 88, 90, 91, 92, 94], [87, 91, 89, 88, 91, 89, 90, 92], [88, 87, 86, 88, 90, 89, 89, 90], [85, 86, 87, 86, 90, 86, 89, 86], [85, 84, 83, 83, 85, 85, 86, 89]], 'bbox': [], 'category_id': [], 'timestamp': 1628035774682, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 91, 92, 92, 92, 93, 93, 95], [90, 90, 92, 91, 92, 93, 90, 93], [89, 90, 91, 91, 92, 92, 91, 94], [89, 89, 89, 88, 92, 92, 92, 91], [91, 91, 91, 90, 89, 90, 91, 90], [88, 89, 88, 89, 90, 90, 91, 90], [87, 87, 87, 87, 91, 88, 89, 88], [86, 84, 85, 84, 84, 88, 84, 88]], 'bbox': [], 'category_id': [], 'timestamp': 1628035859290, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 90, 91, 92, 93, 91, 92], [89, 88, 91, 90, 92, 91, 91, 92], [88, 89, 89, 91, 90, 90, 91, 93], [91, 88, 87, 89, 91, 91, 90, 90], [90, 88, 89, 91, 90, 90, 90, 90], [87, 89, 86, 88, 90, 89, 90, 90], [86, 87, 86, 87, 90, 86, 90, 87], [85, 85, 87, 83, 83, 86, 83, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035859486, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 88, 92, 90, 91, 91, 92, 92], [89, 90, 90, 91, 91, 92, 93, 91], [88, 89, 89, 90, 90, 92, 92, 94], [90, 88, 89, 88, 91, 91, 90, 91], [90, 88, 89, 90, 88, 90, 89, 89], [87, 88, 87, 88, 90, 89, 89, 92], [87, 88, 86, 88, 89, 88, 89, 90], [81, 84, 82, 83, 83, 85, 84, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035859689, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 90, 89, 90, 92, 92, 92, 92], [90, 88, 92, 92, 90, 90, 89, 94], [88, 88, 90, 89, 90, 90, 91, 93], [88, 88, 88, 88, 87, 92, 91, 90], [88, 89, 90, 90, 89, 89, 90, 89], [86, 88, 87, 88, 89, 89, 90, 90], [87, 87, 88, 87, 87, 87, 89, 87], [86, 83, 84, 83, 85, 85, 84, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035859884, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 89, 91, 90, 92, 93, 92, 92], [89, 87, 91, 89, 91, 92, 91, 92], [89, 89, 90, 91, 89, 91, 91, 94], [91, 87, 88, 89, 91, 91, 91, 91], [88, 88, 89, 90, 89, 89, 90, 90], [88, 87, 88, 89, 90, 90, 90, 89], [87, 87, 87, 87, 89, 86, 89, 89], [85, 83, 84, 81, 86, 85, 84, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035860087, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 89, 92, 91, 92, 92, 91, 94], [90, 88, 89, 92, 93, 91, 93, 92], [89, 90, 89, 90, 90, 90, 92, 92], [90, 87, 88, 88, 90, 91, 92, 92], [89, 90, 89, 91, 90, 90, 89, 90], [87, 85, 87, 87, 91, 89, 90, 89], [86, 86, 88, 87, 89, 88, 90, 90], [86, 85, 83, 85, 85, 85, 87, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035860283, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 92, 92, 91, 92, 90, 95], [90, 89, 91, 94, 89, 91, 92, 90], [91, 92, 91, 92, 91, 90, 91, 91], [89, 89, 90, 88, 91, 90, 92, 91], [86, 89, 90, 91, 89, 88, 89, 92], [88, 85, 89, 89, 89, 90, 91, 89], [87, 85, 87, 87, 88, 89, 88, 88], [83, 82, 85, 84, 83, 86, 84, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035860486, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 87, 92, 91, 92, 90, 90, 90], [89, 88, 90, 90, 90, 90, 91, 94], [88, 89, 91, 91, 90, 92, 91, 94], [89, 88, 89, 87, 90, 90, 91, 93], [88, 87, 89, 90, 89, 88, 89, 89], [89, 85, 87, 88, 89, 90, 91, 89], [87, 87, 86, 86, 88, 89, 89, 87], [82, 81, 84, 83, 85, 84, 84, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035860689, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[87, 90, 90, 91, 92, 93, 91, 94], [92, 91, 90, 91, 90, 92, 93, 92], [89, 90, 90, 92, 91, 92, 93, 93], [90, 88, 89, 89, 91, 92, 91, 91], [89, 90, 90, 88, 88, 89, 90, 89], [86, 87, 87, 88, 88, 91, 90, 90], [89, 86, 87, 86, 89, 87, 88, 88], [81, 82, 83, 84, 84, 86, 85, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035860885, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 90, 91, 90, 92, 93, 94], [92, 90, 92, 92, 92, 91, 91, 93], [90, 88, 90, 91, 90, 91, 92, 93], [89, 90, 90, 90, 92, 90, 92, 91], [87, 91, 91, 92, 90, 90, 91, 92], [88, 87, 88, 88, 90, 90, 89, 89], [87, 87, 87, 87, 89, 86, 88, 87], [84, 81, 84, 82, 85, 86, 84, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035861088, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 90, 92, 91, 91, 94], [89, 89, 91, 91, 91, 92, 91, 93], [88, 90, 92, 91, 90, 91, 91, 95], [89, 88, 90, 88, 90, 90, 92, 92], [88, 88, 89, 89, 89, 89, 91, 90], [89, 87, 86, 88, 90, 91, 89, 89], [86, 87, 86, 87, 88, 88, 88, 87], [85, 84, 83, 84, 87, 86, 87, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035861284, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 91, 92, 90, 90, 92, 93], [91, 89, 91, 90, 90, 91, 91, 92], [87, 88, 88, 90, 91, 91, 90, 93], [90, 86, 89, 89, 91, 91, 93, 92], [88, 88, 89, 89, 89, 90, 89, 90], [89, 86, 88, 86, 90, 90, 90, 91], [85, 86, 86, 86, 90, 87, 90, 88], [84, 84, 85, 82, 86, 86, 85, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035861487, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[87, 89, 91, 90, 88, 90, 89, 94], [88, 89, 89, 90, 90, 90, 91, 93], [88, 92, 91, 90, 90, 89, 91, 93], [88, 88, 87, 88, 88, 89, 90, 91], [85, 89, 86, 89, 89, 88, 90, 90], [87, 85, 86, 88, 89, 88, 89, 88], [86, 85, 86, 88, 88, 87, 88, 86], [82, 83, 83, 84, 82, 85, 83, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035861682, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 93, 91, 92, 90, 95], [90, 88, 92, 91, 90, 92, 92, 92], [89, 90, 90, 90, 90, 91, 91, 91], [89, 88, 89, 90, 90, 91, 91, 94], [87, 88, 90, 90, 89, 91, 90, 90], [88, 86, 88, 88, 91, 89, 89, 90], [86, 85, 86, 87, 88, 86, 88, 86], [84, 81, 85, 83, 84, 85, 83, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035861885, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 88, 91, 93, 90, 92, 92, 93], [91, 87, 91, 90, 90, 90, 91, 93], [88, 89, 92, 93, 90, 91, 92, 93], [90, 85, 88, 89, 90, 90, 92, 90], [88, 89, 90, 89, 87, 88, 90, 92], [87, 85, 87, 88, 89, 89, 90, 90], [86, 87, 87, 87, 91, 88, 89, 86], [83, 84, 84, 82, 84, 86, 85, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035862081, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 89, 92, 91, 92, 91, 95], [88, 89, 91, 92, 90, 90, 89, 94], [89, 90, 92, 90, 90, 91, 89, 92], [91, 89, 89, 89, 90, 92, 92, 91], [87, 89, 90, 90, 89, 89, 89, 92], [89, 87, 87, 88, 90, 88, 90, 89], [86, 84, 86, 87, 89, 88, 90, 88], [84, 85, 85, 84, 85, 85, 86, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035862284, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 87, 90, 92, 92, 91, 92, 94], [91, 88, 90, 90, 89, 92, 90, 92], [89, 91, 92, 90, 91, 90, 92, 94], [90, 87, 89, 88, 90, 91, 93, 92], [88, 90, 90, 89, 89, 88, 90, 88], [89, 86, 87, 89, 91, 89, 89, 90], [86, 86, 87, 87, 90, 87, 89, 88], [82, 82, 84, 81, 86, 85, 83, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035862487, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 90, 89, 92, 89, 91, 90, 93], [91, 89, 92, 92, 91, 91, 92, 94], [87, 88, 90, 90, 91, 91, 90, 93], [90, 88, 89, 88, 90, 91, 92, 91], [88, 88, 89, 90, 89, 89, 90, 91], [86, 86, 89, 87, 89, 90, 90, 87], [87, 86, 88, 86, 88, 88, 89, 88], [83, 84, 84, 82, 84, 85, 85, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035862683, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 91, 91, 92, 92, 92], [92, 90, 91, 93, 91, 91, 93, 94], [86, 90, 91, 91, 90, 91, 91, 95], [88, 87, 87, 88, 90, 91, 91, 93], [88, 89, 90, 90, 88, 89, 91, 88], [87, 87, 86, 89, 89, 89, 91, 90], [87, 86, 87, 88, 88, 86, 89, 89], [85, 83, 84, 84, 83, 87, 85, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035862886, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 91, 89, 93, 90, 91, 92, 95], [91, 89, 90, 91, 89, 91, 91, 94], [89, 90, 89, 91, 90, 90, 93, 92], [90, 90, 88, 89, 91, 91, 92, 93], [88, 88, 89, 91, 89, 89, 91, 92], [87, 87, 87, 87, 90, 89, 88, 91], [87, 86, 85, 88, 89, 87, 88, 87], [82, 84, 84, 84, 84, 85, 82, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035863111, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 90, 92, 92, 92, 90, 96], [89, 89, 91, 91, 90, 92, 90, 91], [91, 88, 89, 91, 89, 91, 91, 92], [88, 87, 88, 87, 88, 92, 91, 92], [87, 89, 89, 90, 90, 90, 90, 90], [87, 86, 88, 88, 89, 89, 89, 89], [88, 85, 87, 86, 89, 88, 88, 89], [85, 82, 85, 82, 85, 85, 85, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035863285, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 91, 91, 92, 93, 93, 96], [90, 90, 92, 91, 89, 92, 92, 90], [90, 88, 91, 90, 90, 91, 92, 91], [89, 89, 91, 90, 89, 92, 90, 91], [88, 89, 87, 90, 88, 89, 91, 90], [88, 87, 87, 89, 91, 90, 90, 89], [88, 87, 86, 88, 89, 87, 89, 89], [84, 86, 85, 83, 86, 85, 86, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035863488, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 91, 92, 91, 90, 91, 92], [89, 91, 90, 92, 91, 93, 90, 94], [88, 90, 90, 91, 90, 92, 91, 94], [90, 89, 88, 89, 89, 93, 92, 92], [89, 87, 89, 90, 90, 89, 91, 90], [88, 86, 88, 88, 91, 90, 89, 90], [86, 86, 88, 88, 90, 87, 90, 89], [85, 82, 83, 82, 84, 85, 83, 84]], 'bbox': [[0.125, 0.875, 0.25, 0.25]], 'category_id': [0], 'timestamp': 1628035863691, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 89, 90, 91, 91, 92, 92, 93], [90, 92, 92, 91, 90, 92, 91, 94], [89, 90, 88, 90, 90, 92, 90, 94], [91, 89, 87, 90, 90, 92, 93, 90], [90, 88, 89, 88, 87, 88, 90, 91], [86, 87, 89, 89, 90, 90, 90, 90], [87, 85, 85, 86, 89, 87, 89, 89], [82, 83, 84, 83, 85, 84, 83, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035863886, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 91, 90, 92, 92, 93, 91, 95], [92, 91, 90, 90, 92, 91, 93, 93], [86, 90, 89, 90, 90, 93, 91, 94], [89, 87, 89, 90, 92, 92, 90, 91], [89, 90, 88, 90, 90, 91, 91, 90], [86, 87, 87, 88, 89, 91, 90, 89], [86, 87, 86, 87, 89, 88, 88, 87], [84, 83, 81, 83, 83, 84, 83, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035864089, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 92, 92, 93, 93, 91, 94], [89, 90, 91, 92, 90, 92, 92, 93], [88, 89, 90, 90, 88, 91, 91, 91], [92, 88, 88, 90, 90, 90, 92, 92], [88, 90, 90, 90, 89, 90, 90, 89], [88, 87, 86, 90, 89, 89, 90, 91], [87, 85, 86, 89, 89, 89, 89, 88], [84, 84, 83, 82, 84, 84, 84, 88]], 'bbox': [], 'category_id': [], 'timestamp': 1628035864285, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 92, 93, 90, 91, 93], [89, 89, 91, 91, 91, 90, 92, 92], [89, 90, 89, 90, 90, 90, 90, 95], [90, 87, 89, 88, 90, 91, 91, 91], [87, 89, 91, 91, 89, 88, 89, 89], [88, 87, 89, 88, 90, 89, 90, 89], [88, 87, 89, 88, 89, 87, 90, 89], [81, 83, 85, 81, 83, 87, 86, 84]], 'bbox': [], 'category_id': [], 'timestamp': 1628035864684, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 88, 89, 91, 91, 94, 90, 93], [91, 90, 91, 90, 89, 90, 93, 91], [88, 87, 89, 91, 91, 91, 91, 92], [89, 90, 88, 89, 91, 90, 92, 92], [90, 87, 88, 91, 89, 89, 91, 90], [89, 87, 89, 87, 90, 90, 91, 90], [86, 85, 86, 87, 88, 88, 89, 86], [84, 82, 85, 84, 85, 85, 85, 81]], 'bbox': [], 'category_id': [], 'timestamp': 1628035864887, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 92, 90, 91, 92, 91, 92], [91, 90, 92, 89, 90, 92, 92, 93], [87, 88, 91, 90, 90, 92, 92, 92], [89, 88, 89, 88, 90, 91, 92, 92], [89, 89, 89, 90, 88, 90, 88, 92], [88, 86, 85, 89, 90, 90, 89, 89], [87, 87, 88, 86, 91, 87, 88, 89], [84, 85, 87, 84, 86, 84, 85, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035865083, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[88, 90, 91, 90, 92, 92, 93, 93], [89, 91, 91, 92, 90, 91, 89, 94], [87, 88, 89, 89, 89, 91, 91, 93], [88, 88, 87, 88, 91, 91, 92, 91], [87, 89, 88, 88, 89, 89, 90, 89], [88, 86, 88, 88, 87, 90, 90, 89], [86, 85, 87, 89, 89, 86, 87, 88], [85, 85, 85, 84, 85, 85, 82, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035864488, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 93, 93, 92, 91, 91, 92], [92, 89, 91, 91, 92, 92, 91, 93], [88, 89, 90, 91, 90, 90, 93, 93], [91, 86, 88, 87, 90, 90, 93, 91], [89, 87, 89, 91, 89, 88, 88, 92], [87, 88, 87, 89, 90, 91, 88, 90], [87, 87, 87, 88, 90, 88, 89, 87], [84, 83, 85, 82, 87, 85, 83, 85]], 'bbox': [], 'category_id': [], 'timestamp': 1628035865286, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 88, 90, 90, 91, 93, 89, 92], [89, 90, 90, 90, 90, 90, 89, 93], [86, 89, 90, 90, 89, 89, 89, 91], [88, 86, 90, 87, 91, 89, 91, 90], [88, 87, 88, 89, 87, 87, 89, 89], [85, 86, 86, 86, 89, 88, 90, 89], [87, 83, 87, 86, 89, 87, 88, 87], [82, 85, 84, 82, 83, 85, 84, 81]], 'bbox': [], 'category_id': [], 'timestamp': 1628035865489, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 91, 91, 91, 91, 92], [88, 89, 90, 90, 91, 91, 93, 95], [90, 87, 91, 90, 91, 91, 91, 92], [90, 86, 89, 89, 92, 92, 92, 93], [88, 88, 91, 91, 90, 89, 90, 93], [88, 88, 87, 91, 90, 91, 88, 89], [87, 86, 87, 87, 90, 87, 91, 86], [81, 83, 83, 84, 87, 86, 87, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035865684, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 89, 91, 92, 91, 92, 92, 95], [89, 89, 92, 91, 90, 90, 92, 92], [88, 89, 89, 90, 91, 90, 92, 93], [89, 88, 90, 88, 90, 92, 91, 92], [88, 86, 88, 89, 88, 90, 90, 91], [87, 85, 88, 87, 90, 89, 91, 88], [85, 86, 87, 87, 91, 88, 88, 87], [85, 82, 85, 86, 84, 86, 84, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035866083, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 90, 92, 92, 93, 92, 96], [90, 90, 90, 90, 91, 90, 89, 95], [89, 89, 91, 91, 90, 92, 91, 93], [90, 88, 90, 88, 91, 90, 92, 90], [87, 89, 89, 91, 90, 89, 91, 90], [88, 86, 87, 89, 90, 90, 90, 90], [86, 87, 88, 89, 91, 88, 88, 88], [82, 84, 85, 86, 86, 85, 84, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035866489, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 90, 90, 90, 92, 91, 93, 94], [90, 90, 91, 90, 91, 91, 89, 92], [90, 88, 89, 92, 89, 90, 91, 92], [88, 89, 88, 89, 90, 90, 93, 93], [88, 88, 89, 91, 89, 89, 90, 92], [88, 88, 87, 88, 90, 90, 89, 88], [85, 87, 87, 89, 90, 87, 89, 87], [82, 84, 84, 86, 84, 85, 83, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035866685, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 93, 94, 92, 93, 94, 93], [91, 90, 93, 91, 91, 90, 93, 93], [89, 91, 90, 90, 89, 92, 91, 92], [92, 88, 88, 90, 90, 91, 91, 95], [89, 92, 91, 91, 89, 90, 92, 93], [89, 88, 88, 90, 90, 89, 90, 90], [85, 86, 85, 89, 90, 87, 90, 87], [84, 85, 84, 85, 85, 88, 85, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035865887, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 90, 92, 91, 92, 91, 91], [90, 91, 91, 90, 89, 89, 91, 91], [87, 89, 89, 90, 91, 91, 92, 93], [88, 88, 89, 90, 91, 91, 90, 93], [89, 88, 87, 89, 90, 89, 90, 89], [85, 86, 86, 87, 89, 89, 89, 91], [87, 85, 88, 87, 89, 88, 88, 91], [83, 82, 85, 87, 84, 85, 85, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035866888, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 91, 90, 94, 92, 92, 92, 92], [91, 90, 91, 92, 90, 91, 90, 93], [89, 88, 91, 91, 90, 92, 90, 96], [90, 88, 88, 88, 90, 91, 90, 92], [87, 90, 88, 89, 89, 89, 90, 90], [89, 88, 88, 89, 89, 89, 91, 89], [87, 85, 89, 89, 89, 87, 89, 87], [84, 84, 86, 83, 85, 83, 86, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035867287, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 87, 90, 89, 91, 92, 91, 92], [88, 88, 90, 91, 91, 91, 89, 94], [87, 88, 90, 91, 90, 89, 92, 92], [91, 87, 88, 88, 90, 89, 91, 91], [86, 87, 89, 88, 88, 89, 90, 92], [87, 85, 88, 88, 90, 89, 88, 87], [85, 87, 88, 89, 88, 87, 88, 87], [84, 83, 84, 84, 84, 86, 86, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035867482, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 88, 92, 92, 93, 92, 91, 93], [90, 91, 91, 92, 91, 94, 92, 92], [89, 89, 89, 90, 90, 91, 91, 93], [92, 90, 89, 88, 91, 90, 91, 93], [87, 89, 89, 89, 89, 89, 90, 90], [86, 88, 90, 90, 89, 91, 90, 91], [87, 86, 91, 87, 90, 88, 88, 86], [82, 85, 84, 85, 84, 85, 82, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035867888, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 89, 91, 92, 92, 92, 92, 93], [91, 90, 91, 90, 92, 91, 90, 93], [88, 88, 90, 91, 90, 90, 90, 93], [88, 88, 89, 89, 90, 92, 92, 94], [88, 90, 89, 90, 90, 89, 90, 90], [89, 89, 92, 89, 89, 91, 90, 92], [88, 85, 88, 87, 90, 88, 90, 89], [82, 82, 84, 84, 86, 85, 87, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035868287, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 91, 93, 91, 92, 92, 94], [89, 91, 91, 93, 92, 90, 92, 93], [89, 91, 90, 91, 91, 90, 92, 92], [91, 89, 88, 88, 91, 90, 91, 91], [88, 90, 93, 90, 90, 89, 90, 89], [88, 87, 93, 88, 90, 90, 89, 89], [86, 88, 88, 88, 89, 89, 90, 89], [81, 86, 85, 85, 85, 84, 86, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035868483, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 92, 91, 91, 90, 91, 93], [88, 88, 91, 92, 89, 92, 91, 93], [87, 90, 90, 91, 92, 90, 90, 94], [91, 86, 89, 88, 90, 89, 90, 93], [89, 88, 91, 90, 88, 88, 90, 92], [88, 87, 91, 90, 89, 90, 90, 89], [88, 85, 88, 87, 89, 86, 91, 87], [82, 82, 85, 83, 85, 84, 84, 86]], 'bbox': [], 'category_id': [], 'timestamp': 1628035868889, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 89, 90, 92, 91, 93, 91, 94], [89, 91, 91, 90, 90, 90, 92, 94], [87, 88, 89, 90, 90, 91, 90, 90], [90, 90, 90, 89, 89, 90, 93, 93], [88, 90, 93, 91, 90, 89, 89, 90], [88, 87, 88, 90, 89, 89, 87, 90], [87, 85, 88, 87, 89, 86, 89, 87], [82, 86, 85, 82, 84, 86, 84, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035869085, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 88, 92, 90, 89, 91, 94, 92], [89, 91, 90, 90, 90, 92, 91, 94], [91, 88, 91, 92, 91, 92, 91, 95], [91, 89, 91, 89, 91, 91, 91, 91], [88, 90, 91, 89, 90, 89, 89, 89], [89, 88, 89, 89, 90, 90, 90, 91], [85, 85, 88, 88, 91, 85, 87, 88], [84, 83, 85, 81, 86, 86, 84, 83]], 'bbox': [[0.25, 0.5, 0.25, 0.25]], 'category_id': [0], 'timestamp': 1628035869483, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[91, 90, 91, 93, 91, 92, 93, 95], [89, 90, 92, 92, 90, 90, 92, 94], [89, 91, 91, 90, 92, 91, 91, 93], [90, 89, 90, 87, 92, 90, 92, 92], [88, 87, 90, 89, 89, 90, 91, 89], [87, 86, 87, 90, 90, 90, 90, 90], [87, 85, 86, 87, 90, 87, 90, 87], [85, 84, 83, 83, 85, 81, 85, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035869686, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 91, 89, 92, 91, 93, 91, 95], [89, 92, 91, 92, 91, 91, 93, 92], [88, 91, 92, 92, 90, 91, 92, 92], [90, 91, 91, 90, 90, 92, 93, 92], [88, 90, 90, 90, 91, 89, 90, 91], [88, 88, 88, 88, 90, 90, 89, 90], [86, 84, 87, 87, 88, 87, 89, 87], [84, 87, 84, 82, 84, 84, 83, 87]], 'bbox': [], 'category_id': [], 'timestamp': 1628035869889, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[90, 90, 92, 92, 93, 92, 92, 94], [91, 90, 91, 91, 90, 91, 92, 96], [89, 94, 89, 91, 89, 91, 92, 92], [91, 89, 91, 89, 91, 92, 91, 91], [87, 88, 90, 90, 89, 88, 89, 89], [88, 88, 88, 89, 89, 89, 91, 89], [85, 84, 86, 87, 89, 87, 90, 89], [85, 83, 85, 84, 86, 85, 84, 86]], 'bbox': [[0.25, 0.375, 0.25, 0.25]], 'category_id': [0], 'timestamp': 1628035870288, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 91, 92, 92, 89, 91, 91, 94], [92, 89, 90, 90, 92, 91, 92, 94], [89, 92, 91, 91, 88, 91, 92, 93], [92, 88, 90, 88, 90, 91, 92, 94], [89, 89, 89, 89, 89, 89, 89, 89], [87, 86, 89, 88, 92, 90, 89, 88], [86, 87, 87, 89, 89, 87, 90, 86], [84, 84, 83, 82, 85, 83, 86, 83]], 'bbox': [], 'category_id': [], 'timestamp': 1628035870484, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
{'image': [[89, 89, 92, 91, 92, 91, 91, 92], [90, 90, 93, 90, 92, 92, 91, 92], [89, 93, 92, 91, 89, 91, 90, 93], [89, 88, 89, 89, 91, 90, 90, 92], [90, 86, 88, 90, 89, 89, 90, 89], [86, 83, 87, 88, 91, 90, 89, 90], [88, 87, 86, 87, 89, 86, 89, 87], [83, 83, 84, 84, 85, 85, 86, 86]], 'bbox': [[0.125, 0.375, 0.25, 0.25]], 'category_id': [0], 'timestamp': 1628035870687, 'mac_address': '00-17-0d-00-00-70-b9-e3', 'normalized': 'false'}
